postalCode,nta2020,overlap_frac,overlap_m2
00083,MN6491,0.9991695130576949,6197839.736325944
00083,MN0502,0.0003786156208640499,2348.5493793778587
00083,MN0701,0.0001819632065565934,1128.716176191636
00083,MN0702,0.00016740769943136447,1038.4284930065805
00083,MN1001,0.00010124024458495715,627.9923502507556
00083,MN0703,1.2601719344989546e-06,7.816835470028362
10001,MN0401,0.6269846795130378,1810210.232854516
10001,MN0501,0.34464873699494053,995058.8759731451
10001,MN0502,0.028262375625570164,81598.23235540686
10002,MN0302,0.6239928436832449,2656449.060779798
10002,MN0301,0.3145564139916476,1339122.874515765
10002,MN0303,0.04264421229150662,181544.03345524915
10002,MN0601,0.012240412256327696,52109.62268404671
10002,MN0603,0.002541722170472642,10820.565557547816
10002,MN0201,0.0012546958001612288,5341.464271014283
10002,MN0101,0.0002607652544177937,1110.12429420391
10002,MN0202,9.428634577112376e-13,4.0139382559202e-06
10003,MN0303,0.3876350929169941,978647.8944599603
10003,MN0602,0.25926743123922347,654562.8358231259
10003,MN0202,0.252404858279347,637237.1532405145
10003,MN0501,0.10062086851572985,254033.76245075374
10003,MN0302,6.498850484842468e-05,164.07405984687475
10003,MN0601,6.760542560529824e-06,17.06809023012324
10004,MN0101,0.7425589696700319,476747.21586901945
10004,MN0191,0.25420932403978463,163210.7245809273
10005,MN0101,0.9999999999999997,336880.1327738147
10006,MN0101,0.9999999999999998,278377.0886657092
10007,MN0102,0.8535761514388164,735811.7189309406
10007,MN0101,0.10655861677437252,91857.15749378521
10007,MN0301,0.039865231789767704,34365.187780099244
10009,MN0303,0.7430256132149005,1905334.4992212576
10009,MN0601,0.25497316771672024,653825.6073359445
10009,MN0602,0.001929713304711154,4948.348034953975
10009,MN0302,7.150576326893327e-05,183.3616435642876
10010,MN0501,0.3547809836297121,561952.1825469254
10010,MN0602,0.29952870383014624,474435.8255359034
10010,MN0603,0.22210688252399835,351804.2204971259
10010,MN0601,0.12294827180004327,194742.82125142825
10010,MN0401,9.384865490107115e-06,14.86507419625222
10011,MN0401,0.6847159614155522,2009048.2814435142
10011,MN0202,0.146820767125217,430791.7830093041
10011,MN0501,0.08606645254101337,252530.49192835024
10011,MN0203,0.0820417837665932,240721.5750339462
10012,MN0201,0.564077713128087,836480.7091795573
10012,MN0202,0.4359146599043337,646425.4753772622
10012,MN0203,6.319439575326666e-06,9.37120750308084
10012,MN0303,1.2867671681538428e-06,1.9081695452872562
10012,MN0302,2.076078649052907e-08,0.03078653349096204
10013,MN0102,0.5218956231806703,1316506.8062284314
10013,MN0201,0.3957955120467415,998413.2120299824
10013,MN0301,0.07287234716416106,183823.9999844713
10013,MN0101,0.008731035912781114,22024.45794534291
10013,MN0203,1.3146989332281014e-07,0.3316391279903262
10013,MN0302,2.0356851477896658e-08,0.05135113676696734
10014,MN0203,0.894414401461962,2051176.4917499004
10014,MN0201,0.09830350432140628,225441.17893351993
10014,MN0401,0.0007761256957505368,1779.9028941890765
10014,MN0202,0.0005021257883986582,1151.5340220162082
10016,MN0603,0.7432417264134406,1810779.642418374
10016,MN0501,0.14244979298436702,347054.23018636776
10016,MN0502,0.0786189663057415,191541.4846006934
10016,MN0602,0.03492508448148022,85088.91487293469
10017,MN0604,0.43111979925910615,682864.5027241934
10017,MN0603,0.23460896453434907,371604.67734654224
10017,MN0502,0.22390641984249463,354652.5729165292
10017,MN0661,0.11012152051426238,174425.01475096776
10018,MN0502,0.4446727644195392,773735.8098873545
10018,MN0401,0.4218266526702479,733983.308291738
10018,MN0402,0.1325179182837212,230582.72741683543
10019,MN0402,0.5372864836996717,1639008.2283146975
10019,MN0502,0.3938557557928413,1201468.5723499532
10019,MN0701,0.05950635697585125,181525.89294423655
10019,MN0401,0.008042781032477868,24534.74020041249
10019,MN6491,1.2895387177479359e-05,39.33775803488619
10020,MN0502,1.0,113049.77792054898
10021,MN0801,0.5823034843676689,989268.3114739441
10021,MN0802,0.41768575227541144,709601.2474129762
10021,MN6491,1.07633561719149e-05,18.285734967815873
10022,MN0604,0.6983399526575037,1448558.4153237808
10022,MN0502,0.2111939060364919,438077.05500747706
10022,MN0801,0.04747633355821158,98479.6047294105
10022,MN0802,0.04165219037502276,86398.65248265213
10022,MN6491,1.1302486533494348e-10,0.00023444615935079745
10023,MN0701,0.8028153510111045,1979966.662004458
10023,MN0702,0.196393951613293,484362.28371056425
10023,MN0502,0.0003199920228854843,789.1896145516816
10023,MN6491,0.0003161268570638444,779.6570371534946
10023,MN0402,5.090874537928425e-06,12.555517097238727
10024,MN0702,0.7301602523910894,2716738.214146956
10024,MN0901,0.1636273463278809,608815.2062409327
10024,MN0703,0.09978883786565729,371288.560678511
10024,MN6491,0.0001753938093313418,652.5951841049246
10024,MN0902,0.00012358922589529223,459.8436736963613
10025,MN0703,0.5557875621028618,1770658.2071302126
10025,MN0702,0.28778929831731703,916854.7800202357
10025,MN0901,0.15612825503741487,497401.876179003
10025,MN6491,0.00020412120058326463,650.3004091968844
10025,MN1001,9.076334276453588e-05,289.15878787308066
10026,MN1001,0.8414350368632706,1512034.2978184116
10026,MN0901,0.15755579807327397,283123.18844604224
10026,MN6491,0.0009952387722710419,1788.415138739976
10026,MN1102,1.3926294453405935e-05,25.0251462472554
10027,MN0901,0.2922344932790301,1171876.2343680793
10027,MN0902,0.25749116822445733,1032553.6086316861
10027,MN1001,0.20581985165075548,825348.8149339951
10027,MN1002,0.20158728595299633,808375.9959626577
10027,MN1102,0.04280190338257188,171637.9637357269
10028,MN0803,0.6080214699858139,970724.2245631068
10028,MN0802,0.3909081480468444,624096.3972818701
10028,MN6491,6.378367717765909e-05,101.83252339676635
10029,MN1101,0.7209625743858218,2690457.088283084
10029,MN1102,0.27829453834432344,1038527.5739961878
10029,MN6491,0.00026046847819584943,972.0050503777056
10029,MN1001,9.189903354695273e-06,34.294485594261694
