nta2020,ntaname,safety_score,quiet_score,parks_score,amenities_score,commute_score,jobs_score,politics_score,schools_score,overall_score
SI0301,Oakwood-Richmondtown,0.7977099236641222,0.767175572519084,0.8206106870229007,0.2137404580152672,0.3518689432395016,0.3129770992366412,0.65,0.2404580152671755,0.5193175873705865
QN1102,Bayside,0.7328244274809161,0.6603053435114504,0.7137404580152672,0.3759541984732824,0.3513187320293919,0.3358778625954198,0.6,0.3778625954198473,0.5184854521906969
BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,0.5763358778625955,0.549618320610687,0.5381679389312977,0.5209923664122137,0.3712687926553809,0.5725190839694656,0.45,0.5687022900763359,0.5184505838147471
BK1202,Borough Park,0.5916030534351144,0.6259541984732825,0.0839694656488549,0.7442748091603053,0.3797822313050739,0.6908396946564885,0.45,0.5725190839694656,0.5173678170810733
MN1203,Inwood,0.21755725190839692,0.04580152671755722,0.6259541984732825,0.8377862595419847,0.5465697584986925,0.7862595419847328,0.15,0.9198473282442748,0.5162219831711152
BK0801,Prospect Heights,0.3702290076335878,0.2442748091603053,0.3854961832061068,0.8148854961832062,0.6299030918320258,0.7061068702290076,0.2,0.7786259541984732,0.516190176555339
QN0805,Jamaica Hills-Briarwood,0.5305343511450382,0.5343511450381679,0.4580152671755725,0.4122137404580153,0.5539801568989386,0.5458015267175572,0.35,0.7442748091603053,0.5161463745741994
MN1101,East Harlem (South),0.04580152671755722,0.057251908396946605,0.5190839694656488,0.9217557251908396,0.824607752653438,0.7633587786259542,0.0,0.9885496183206108,0.5150511599213744
BX1004,Co-op City,0.5458015267175573,0.7366412213740459,0.5763358778625954,0.4370229007633587,0.5481656668204892,0.3816793893129771,0.18,0.7061068702290076,0.5139691816350039
SI0101,St. George-New Brighton,0.3244274809160306,0.46564885496183206,0.5267175572519084,0.5534351145038168,0.4135209967697276,0.4427480916030534,0.65,0.7290076335877863,0.5131882161992694
MN0202,Greenwich Village,0.041984732824427606,0.08778625954198482,0.583969465648855,0.9408396946564884,0.8309216164546115,0.9618320610687024,0.15,0.5038167938931297,0.5126438280110249
QN0105,Queensbridge-Ravenswood-Dutch Kills,0.29389312977099236,0.2595419847328244,0.6297709923664122,0.6374045801526718,0.4536644712002349,0.7366412213740458,0.35,0.7366412213740458,0.5121947001214033
MN0903,Hamilton Heights-Sugar Hill,0.09541984732824438,0.007633587786259555,0.767175572519084,0.8854961832061069,0.6945316105214582,0.7900763358778626,0.15,0.7022900763358778,0.5115779016968617
SI0304,Annadale-Huguenot-Prince's Bay-Woodrow,0.8435114503816794,0.8396946564885497,0.8358778625954199,0.2022900763358778,0.2348677126595908,0.2404580152671755,0.65,0.2442748091603053,0.5113718228610747
MN0603,Murray Hill-Kips Bay,0.14122137404580148,0.15267175572519087,0.4312977099236641,0.8282442748091603,0.7753614828487926,0.9427480916030534,0.15,0.6603053435114504,0.5102312540583891
SI0291,Freshkills Park (North),0.7938931297709924,0.9618320610687023,0.8931297709923665,0.0763358778625954,0.5029995385325334,0.0839694656488549,0.65,0.1125954198473282,0.5093444079654216
SI0302,Great Kills-Eltingville,0.7786259541984732,0.7633587786259541,0.4694656488549618,0.2938931297709923,0.2463428703276418,0.3282442748091603,0.9,0.2862595419847328,0.5082737748214895
BK1002,Dyker Heights,0.5610687022900763,0.5992366412213741,0.3969465648854962,0.6793893129770991,0.3460395233312522,0.6603053435114504,0.2,0.6221374045801527,0.5081404365996127
BK0571,Highland Park-Cypress Hills Cemeteries (South),0.8053435114503817,0.7977099236641222,0.8473282442748091,0.1717557251908397,0.3020304568527919,0.0839694656488549,0.2,0.8549618320610687,0.5078873948928585
SI0104,West New Brighton-Silver Lake-Grymes Hill,0.7099236641221374,0.7175572519083969,0.7900763358778626,0.3072519083969465,0.3152032554432185,0.3015267175572519,0.65,0.2709923664122137,0.5078164374647534
BK0602,Park Slope,0.3396946564885496,0.33587786259541985,0.4274809160305343,0.799618320610687,0.6134303513745137,0.6793893129770993,0.05,0.816793893129771,0.5077856641508218
SI0303,Arden Heights-Rossville,0.7900763358778626,0.7862595419847329,0.8587786259541985,0.2347328244274809,0.2386363636363636,0.2480916030534351,0.65,0.2519083969465648,0.5073104614850799
MN0401,Chelsea-Hudson Yards,0.13358778625954193,0.22137404580152675,0.3015267175572519,0.8358778625954199,0.7064647396903972,0.9389312977099236,0.15,0.767175572519084,0.5068672527666431
BK0301,Bedford-Stuyvesant (West),0.2137404580152672,0.23664122137404575,0.4503816793893129,0.8549618320610687,0.6028193464741688,0.6564885496183206,0.2,0.8396946564885496,0.5068409679275917
QN0401,Elmhurst,0.17557251908396942,0.3129770992366412,0.2862595419847328,0.8015267175572519,0.584656206737425,0.851145038167939,0.35,0.6870229007633588,0.5061450029414147
SI0203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,0.8473282442748092,0.8244274809160306,0.8816793893129771,0.2080152671755725,0.169704660821412,0.232824427480916,0.65,0.232824427480916,0.5058504871828292
QN8291,Forest Park,0.8587786259541985,0.851145038167939,0.9732824427480916,0.1641221374045801,0.6526303645592986,0.0839694656488549,0.35,0.1125954198473282,0.5058154367912864
BK1103,Gravesend (West),0.4847328244274809,0.4541984732824428,0.3206106870229007,0.7270992366412214,0.471338544070143,0.8015267175572519,0.2,0.583969465648855,0.505434493581287
BK0702,Sunset Park (West),0.4427480916030534,0.5190839694656488,0.183206106870229,0.6793893129770991,0.5307864724108379,0.7137404580152672,0.2,0.7709923664122137,0.5049933472192937
BX0102,Melrose,0.011450381679389166,0.20992366412213737,0.3893129770992366,0.8721374045801527,0.5626730502999538,0.8206106870229007,0.18,0.9923664122137404,0.5048093221271889
SI0107,Mariner's Harbor-Arlington-Graniteville,0.6641221374045803,0.7328244274809161,0.7213740458015268,0.2805343511450381,0.4060584085964796,0.3435114503816794,0.65,0.2366412213740458,0.5043832552730333
BX0502,Mount Hope,0.01526717557251922,0.026717557251908386,0.4389312977099237,0.8511450381679388,0.7127018920166128,0.9465648854961832,0.18,0.8587786259541985,0.5037633090211606
BX2791,Bronx Park,0.7290076335877863,0.8435114503816794,0.9427480916030534,0.1431297709923664,0.8943239501615137,0.183206106870229,0.18,0.1125954198473282,0.5035653029304946
BK0401,Bushwick (West),0.2595419847328244,0.05343511450381677,0.3511450381679389,0.9255725190839694,0.6163252990664158,0.9198473282442748,0.05,0.8473282442748091,0.5028994410092561
BX0101,Mott Haven-Port Morris,0.1870229007633588,0.26335877862595425,0.6145038167938931,0.6984732824427481,0.5634429022753896,0.6030534351145038,0.18,0.9122137404580152,0.5027586070592328
MN0902,Manhattanville-West Harlem,0.14885496183206104,0.10687022900763354,0.8053435114503816,0.6927480916030535,0.648621365943701,0.6374045801526718,0.0,0.9770992366412212,0.5021177470788405
QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,0.767175572519084,0.6984732824427481,0.7404580152671756,0.2690839694656488,0.4644340431142462,0.2900763358778626,0.35,0.4351145038167939,0.5018519653129448
MN0604,East Midtown-Turtle Bay,0.16030534351145043,0.2557251908396947,0.2213740458015267,0.9389312977099236,0.8359867712659591,0.9923664122137404,0.15,0.4541984732824427,0.5011109418280922
BX0901,Soundview-Bruckner-Bronx River,0.24809160305343514,0.2022900763358778,0.549618320610687,0.7309160305343512,0.5205353022611906,0.7290076335877863,0.18,0.8206106870229007,0.4976337066757786
QN1302,Bellerose,0.7442748091603054,0.7404580152671756,0.7557251908396947,0.2862595419847328,0.3393708660206122,0.3511450381679389,0.35,0.4122137404580153,0.4974309002373094
BK0802,Crown Heights (North),0.2442748091603053,0.18320610687022898,0.465648854961832,0.7461832061068703,0.6225263986536008,0.683206106870229,0.2,0.8320610687022901,0.49713831891566956
MN0203,West Village,0.08015267175572516,0.16793893129770987,0.3244274809160305,0.8721374045801527,0.7687586525149976,0.8740458015267175,0.15,0.732824427480916,0.49628567125903117
BX0503,Fordham Heights,0.007633587786259555,0.01908396946564883,0.1068702290076335,0.9580152671755724,0.7388423758982133,0.9885496183206108,0.18,0.965648854961832,0.49558048782697134
BX0303,Crotona Park East,0.16412213740458015,0.14122137404580148,0.6450381679389313,0.6183206106870229,0.7124068824576438,0.5801526717557252,0.18,0.916030534351145,0.49466154733010625
MN0802,Upper East Side-Carnegie Hill,0.16793893129770987,0.37786259541984735,0.1984732824427481,0.7881679389312977,0.8105758454743226,0.931297709923664,0.15,0.5305343511450382,0.4943563318293285
BK1204,Mapleton-Midwood (West),0.6412213740458016,0.5763358778625955,0.4236641221374045,0.4389312977099237,0.4298929972311952,0.4694656488549618,0.45,0.5190839694656488,0.4935744109134414
QN0203,Woodside,0.4961832061068703,0.4694656488549618,0.2366412213740458,0.6927480916030535,0.5418071775939797,0.7099236641221374,0.35,0.4503816793893129,0.49339383613054516
BK1402,Flatbush (West)-Ditmas Park-Parkville,0.45038167938931295,0.4007633587786259,0.1221374045801526,0.8110687022900763,0.5072786004950287,0.8358778625954199,0.2,0.6183206106870229,0.49322852735195494
BK1302,Coney Island-Sea Gate,0.3587786259541985,0.44656488549618323,0.8740458015267175,0.4694656488549618,0.4877230426088294,0.4961832061068702,0.2,0.6068702290076335,0.4924539299444243
QN0702,Whitestone-Beechhurst,0.7595419847328245,0.7137404580152672,0.5305343511450382,0.3110687022900763,0.3764585668138968,0.3778625954198473,0.6,0.2671755725190839,0.4920477788670043
BK0201,Brooklyn Heights,0.36641221374045807,0.2977099236641222,0.6030534351145038,0.7461832061068703,0.5857560375326872,0.7709923664122137,0.2,0.3587786259541984,0.49111072606563166
QN0301,Jackson Heights,0.2290076335877863,0.25190839694656486,0.3053435114503817,0.7843511450381679,0.503325280273623,0.8931297709923665,0.35,0.6106870229007634,0.49096909514870674
BX0491,Yankee Stadium-Macombs Dam Park,0.06870229007633599,0.8091603053435115,0.9198473282442748,0.5229007633587786,0.4981908616246493,0.2442748091603053,0.18,0.683206106870229,0.49078530808476056
QN0402,Corona,0.2709923664122137,0.09541984732824438,0.2748091603053435,0.83206106870229,0.4611318538406678,0.8778625954198473,0.35,0.7557251908396947,0.48975026035603775
BX0291,North & South Brother Islands,0.9866412213740459,0.9809160305343512,0.9961832061068704,0.0763358778625954,0.4981908616246493,0.0839694656488549,0.18,0.1125954198473282,0.48935401037483695
QN1204,Springfield Gardens (North)-Rochdale Village,0.5648854961832062,0.6030534351145038,0.648854961832061,0.3606870229007634,0.3413417166589755,0.366412213740458,0.35,0.6793893129770993,0.4893280199258835
BX0904,Parkchester,0.20610687022900764,0.27862595419847325,0.2938931297709923,0.8568702290076335,0.5785417628057222,0.7786259541984732,0.18,0.7404580152671756,0.48914023943468476
BK0601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,0.48091603053435117,0.4274809160305344,0.5801526717557252,0.6412213740458015,0.4420858329487771,0.5152671755725191,0.2,0.6259541984732825,0.4891347749201238
QN0703,Bay Terrace-Clearview,0.7748091603053436,0.7061068702290076,0.8435114503816794,0.2958015267175572,0.2968677895708352,0.2824427480916031,0.35,0.3625954198473282,0.48901687064291927
BK0204,Clinton Hill,0.36259541984732824,0.3435114503816794,0.3549618320610687,0.7404580152671756,0.5252983057551586,0.6068702290076335,0.2,0.7748091603053435,0.4885630515781735
QN1003,Howard Beach-Lindenwood,0.7022900763358779,0.6793893129770994,0.6564885496183206,0.333969465648855,0.2562586525149977,0.3320610687022901,0.6,0.3473282442748092,0.4884731712590312
BK1891,Marine Park-Plumb Island,0.8854961832061069,0.8740458015267176,0.9083969465648856,0.1603053435114503,0.5378403322565759,0.0839694656488549,0.2,0.2557251908396946,0.48822240794428573
QN0601,Rego Park,0.44656488549618323,0.5229007633587786,0.2022900763358778,0.5858778625954199,0.5408975542224272,0.7175572519083969,0.35,0.5267175572519084,0.486600743896124
BK0901,Crown Heights (South),0.2557251908396947,0.1870229007633588,0.4045801526717557,0.7690839694656488,0.6422473465620674,0.5877862595419847,0.2,0.8435114503816794,0.4862446587782737
BK0302,Bedford-Stuyvesant (East),0.22137404580152675,0.19465648854961837,0.4198473282442748,0.7805343511450382,0.6074015368873017,0.5572519083969466,0.2,0.9045801526717556,0.4857057264620578
QN0201,Long Island City-Hunters Point,0.3435114503816794,0.40458015267175573,0.3931297709923664,0.6755725190839694,0.7563836332871866,0.6183206106870229,0.1999999999999999,0.4923664122137404,0.4854830686647151
BX0601,West Farms,0.1564885496183206,0.21755725190839692,0.5534351145038168,0.6125954198473282,0.741439778495616,0.583969465648855,0.18,0.8358778625954199,0.48517043032721924
SI0103,Rosebank-Shore Acres-Park Hill,0.6030534351145038,0.6374045801526718,0.5572519083969466,0.3854961832061069,0.3114616982002768,0.4045801526717557,0.65,0.3282442748091603,0.48468652906892773
QN0302,East Elmhurst,0.49236641221374045,0.4732824427480916,0.4465648854961832,0.4770992366412214,0.5343101061375173,0.5114503816793893,0.35,0.5916030534351145,0.48458456479390727
SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,0.3282442748091603,0.5,0.3587786259541984,0.5267175572519084,0.4055145362251961,0.5076335877862596,0.65,0.5954198473282443,0.4840385536693708
QN0706,Queensboro Hill,0.6450381679389313,0.6488549618320612,0.7633587786259542,0.4122137404580153,0.3896862021227503,0.3587786259541984,0.35,0.3015267175572519,0.4836821493111453
BX1071,Hart Island,0.9866412213740459,0.9274809160305344,1.0,0.0763358778625954,0.4981908616246493,0.0839694656488549,0.18,0.1125954198473282,0.48315172029850095
BX0702,Bedford Park,0.2862595419847328,0.12595419847328249,0.5,0.6431297709923665,0.7396589335906364,0.5229007633587787,0.18,0.8664122137404581,0.4830394277675319
QN1491,Rockaway Community Park,0.851145038167939,0.9083969465648855,0.9694656488549618,0.0763358778625954,0.4963082602676511,0.0839694656488549,0.35,0.1125954198473282,0.4810270821517769
BK1403,Midwood,0.5801526717557253,0.4427480916030534,0.0916030534351145,0.6106870229007633,0.5423107983387171,0.5648854961832062,0.45,0.5610687022900763,0.48043197956333206
BX1101,Pelham Parkway-Van Nest,0.26335877862595425,0.13740458015267176,0.5229007633587787,0.7748091603053435,0.5055888837614726,0.7938931297709924,0.18,0.6641221374045801,0.48025967917247414
BX0701,University Heights (North)-Fordham,0.12595419847328249,0.07633587786259544,0.6755725190839694,0.7137404580152672,0.6153284110136902,0.7404580152671756,0.18,0.7137404580152672,0.4801412422164059
BK1201,Sunset Park (East)-Borough Park (West),0.33206106870229013,0.2290076335877863,0.1297709923664122,0.9141221374045804,0.382856483617905,0.9236641221374046,0.45,0.4770992366412214,0.4798227093072
BX0802,Kingsbridge-Marble Hill,0.13740458015267176,0.13358778625954193,0.3282442748091603,0.7709923664122138,0.6046146746654361,0.7557251908396947,0.18,0.9274809160305344,0.47975622364615667
MN0502,Midtown-Times Square,0.003816793893129611,0.2709923664122137,0.3129770992366412,0.8702290076335878,0.8359400751532731,1.0,0.15,0.3931297709923664,0.4796356391651515
BX2891,Pelham Bay Park,0.8969465648854962,0.8549618320610687,0.9580152671755724,0.1583969465648855,0.5037494231656668,0.1717557251908397,0.18,0.1125954198473282,0.4795526473613572
BK0505,East New York-City Line,0.33587786259541985,0.36641221374045807,0.7175572519083969,0.5458015267175572,0.5871135209967697,0.5687022900763359,0.2,0.5114503816793893,0.4791143809642909
QN0903,South Richmond Hill,0.40458015267175573,0.3893129770992366,0.2442748091603053,0.583969465648855,0.3522534994616213,0.900763358778626,0.35,0.6030534351145038,0.47852596224186295
BX1161,Hutchinson Metro Center,0.7366412213740459,0.83587786259542,0.8015267175572519,0.2366412213740458,0.4666589755422243,0.2519083969465648,0.18,0.3129770992366412,0.4777789368282742
QN1307,Rosedale,0.6908396946564885,0.6870229007633588,0.8244274809160306,0.2900763358778626,0.3462736502076604,0.3091603053435114,0.35,0.3244274809160305,0.4777784810851178
QN1103,Douglaston-Little Neck,0.8015267175572519,0.8015267175572519,0.7824427480916031,0.2977099236641221,0.2155053068758652,0.2748091603053435,0.35,0.2938931297709923,0.4771767129778038
BK0501,Cypress Hills,0.34732824427480913,0.3015267175572519,0.3778625954198473,0.7041984732824428,0.3536526924851798,0.7480916030534351,0.2,0.7824427480916031,0.47688788427057116
BX1102,Morris Park,0.5267175572519084,0.4847328244274809,0.6793893129770993,0.5248091603053435,0.3023996308260267,0.4809160305343511,0.18,0.6297709923664122,0.47609193858607785
MN0191,The Battery-Governors Island-Ellis Island-Liberty Island,0.8625954198473282,0.8778625954198473,0.6984732824427481,0.1927480916030534,0.6243654822335025,0.0839694656488549,0.15,0.3167938931297709,0.4758510287906381
BX0603,Belmont,0.1145038167938931,0.1297709923664122,0.1717557251908397,0.91793893129771,0.4980964467005076,0.8396946564885496,0.18,0.9541984732824428,0.4757448802650444
BX0301,Morrisania,0.057251908396946605,0.16030534351145043,0.4885496183206106,0.7843511450381679,0.5069027841870481,0.6450381679389313,0.18,0.9809160305343512,0.4754143747409383
BX0801,Kingsbridge Heights-Van Cortlandt Village,0.23664122137404575,0.04961832061068705,0.5114503816793893,0.6354961832061069,0.6264420858329488,0.6526717557251909,0.18,0.900763358778626,0.47413541340087434
BK5591,Prospect Park,0.7862595419847329,0.7748091603053436,0.9847328244274808,0.2137404580152671,0.4889247808029534,0.2290076335877862,0.2,0.1125954198473282,0.4737587273713615
QN0202,Sunnyside,0.5534351145038168,0.4961832061068703,0.0801526717557251,0.6564885496183206,0.5130282154393829,0.6221374045801527,0.1999999999999999,0.6679389312977099,0.4736705116627472
BK1803,Canarsie,0.5038167938931297,0.5267175572519084,0.5458015267175572,0.4484732824427481,0.4434305779880018,0.4389312977099237,0.2,0.6717557251908397,0.4723658451492636
BX2691,Van Cortlandt Park,0.8206106870229009,0.7824427480916031,0.9770992366412212,0.2194656488549618,0.4861559760036917,0.1984732824427481,0.18,0.1125954198473282,0.4721053748630569
BX0501,University Heights (South)-Morris Heights,0.18320610687022898,0.08396946564885499,0.4732824427480916,0.7099236641221374,0.5404937701892016,0.7213740458015268,0.18,0.8816793893129771,0.4717411105866273
BK1391,Calvert Vaux Park,0.9465648854961833,0.8587786259541985,0.9923664122137404,0.0763358778625954,0.5018458698661744,0.0839694656488549,0.2,0.1125954198473282,0.4715570696111344
QN1304,Cambria Heights,0.6946564885496183,0.7251908396946565,0.5648854961832062,0.3282442748091603,0.3427372120265521,0.2633587786259542,0.35,0.4961832061068702,0.4706570369995022
QN1401,Far Rockaway-Bayswater,0.46183206106870234,0.5152671755725191,0.7366412213740458,0.3511450381679389,0.4333756345177665,0.3167938931297709,0.35,0.5992366412213741,0.47053645813151473
QN0791,Kissena Park,0.9236641221374046,0.8969465648854962,0.9809160305343512,0.1316793893129771,0.2839178587909552,0.0839694656488549,0.35,0.1125954198473282,0.47046110639467087
QN0103,Astoria (Central),0.35114503816793896,0.23282442748091603,0.0877862595419847,0.8683206106870229,0.4619813734949867,0.8435114503816794,0.1999999999999999,0.7099236641221374,0.46943660298458323
QN0701,College Point,0.6755725190839694,0.6412213740458016,0.6183206106870229,0.3473282442748091,0.4700276880479926,0.3740458015267175,0.35,0.2748091603053435,0.4689156747464571
